OID_,OID1,OID1_1,Grid,ORIG_FID,LAT,LON
1779,,,IS169,1779,23.819732920000000,-82.936134800000005
2765,,,IP189,2765,23.819741329999999,-80.765654530000006
2108,,,IR176,2108,23.820048730000000,-82.177257429999997
3093,,,IO195,3093,23.820614840000001,-80.112842490000006
1119,,,IU153,1119,23.826318900000000,-84.666707149999993
1449,,,IT161,1449,23.826767830000001,-83.801389409999999
2436,,,IQ182,2436,23.830133270000001,-81.524495540000004
1778,,,IS168,1778,23.833646750000000,-83.042459789999995
2107,,,IR175,2107,23.834768610000001,-82.283462889999996
3420,,,IN200,3420,23.834826639999999,-79.565765979999995
2764,,,IP188,2764,23.835958070000000,-80.871618600000005
3092,,,IO194,3092,23.837522580000002,-80.218688189999995
1118,,,IU152,1118,23.838391020000000,-84.773287949999997
1448,,,IT160,1448,23.839761190000001,-83.907851129999997
2435,,,IQ181,2435,23.845545200000000,-81.630604309999995
1777,,,IS167,1777,23.847446880000000,-83.148817429999994
2106,,,IR174,2106,23.849374970000000,-82.389702869999994
1117,,,IU151,1117,23.850349080000001,-84.879897130000003
2763,,,IP187,2763,23.852061639999999,-80.977620610000002
3419,,,IN199,3419,23.852311990000000,-79.671524439999999
1447,,,IT159,1447,23.852640659999999,-84.014343359999998
3091,,,IO193,3091,23.854317309999999,-80.324573430000001
2434,,,IQ180,2434,23.860843750000001,-81.736749189999998
1776,,,IS166,1776,23.861133280000001,-83.255207470000002
1116,,,IU150,1116,23.862193049999998,-84.986534440000000
2105,,,IR173,2105,23.863867760000002,-82.495977109999998
1446,,,IT158,1446,23.865406210000000,-84.120865870000003
2762,,,IP186,2762,23.868051990000001,-81.083660330000001
3418,,,IN198,3418,23.869684480000000,-79.777323760000002
3090,,,IO192,3090,23.870999000000001,-80.430497950000003
1115,,,IU149,1115,23.873922900000000,-85.093199609999999
1775,,,IS165,1775,23.874705909999999,-83.361629660000006
2433,,,IQ179,2433,23.876028880000000,-81.842929940000005
1445,,,IT157,1445,23.878057810000001,-84.227418389999997
2104,,,IR172,2104,23.878246950000001,-82.602285370000004
2761,,,IP185,2761,23.883929080000001,-81.189737519999994
1114,,,IU148,1114,23.885538600000000,-85.199892390000002
3417,,,IN197,3417,23.886944050000000,-79.883163699999997
3089,,,IO191,3089,23.887567590000000,-80.536461529999997
1774,,,IS164,1774,23.888164740000001,-83.468083750000005
1444,,,IT156,1444,23.890595430000001,-84.334000669999995
2432,,,IQ178,2432,23.891100569999999,-81.949146319999997
2103,,,IR171,2103,23.892512510000000,-82.708627390000004
1113,,,IU147,1113,23.897040120000000,-85.306612520000002
2760,,,IP184,2760,23.899692869999999,-81.295851929999998
3744,,,IM202,3744,23.899895740000002,-79.335654050000002
1773,,,IS163,1773,23.901509730000001,-83.574569479999994
1443,,,IT155,1443,23.903019019999999,-84.440612459999997
3088,,,IO190,3088,23.904023049999999,-80.642463910000004
3416,,,IN196,3416,23.904090669999999,-79.989044030000002
2431,,,IQ177,2431,23.906058760000001,-82.055398069999995
2102,,,IR170,2102,23.906664400000000,-82.815002930000006
1112,,,IU146,1112,23.908427430000000,-85.413359740000004
1772,,,IS162,1772,23.914740859999998,-83.681086590000007
1442,,,IT154,1442,23.915328570000000,-84.547253490000003
2759,,,IP183,2759,23.915343329999999,-81.402003309999998
3743,,,IM201,3743,23.917620119999999,-79.441444039999993
1111,,,IU145,1111,23.919700490000000,-85.520133790000003
3087,,,IO189,3087,23.920365340000000,-80.748504859999997
2101,,,IR169,2101,23.920702590000001,-82.921411730000003
2430,,,IQ176,2430,23.920903419999998,-82.161684940000001
3415,,,IN195,3415,23.921124290000002,-80.094964500000003
1441,,,IT153,1441,23.927524040000002,-84.653923520000006
1771,,,IS161,1771,23.927858090000001,-83.787634850000003
2758,,,IP182,2758,23.930880410000000,-81.508191420000003
2100,,,IR168,2100,23.934627030000001,-83.027853550000003
3742,,,IM200,3742,23.935231649999999,-79.547275499999998
2429,,,IQ175,2429,23.935634520000001,-82.268006690000007
3086,,,IO188,3086,23.936594410000001,-80.854584130000006
3414,,,IN194,3414,23.938044880000000,-80.200924880000002
1440,,,IT152,1440,23.939605390000001,-84.760622280000007
1770,,,IS160,1770,23.940861380000001,-83.894213980000004
2757,,,IP181,2757,23.946304080000001,-81.614416019999993
2099,,,IR167,2099,23.948437699999999,-83.134328120000006
2428,,,IQ174,2428,23.950252010000000,-82.374363070000001
1439,,,IT151,1439,23.951572609999999,-84.867349509999997
3085,,,IO187,3085,23.952710239999998,-80.960701479999997
3741,,,IM199,3741,23.952730280000001,-79.653148209999998
1769,,,IS159,1769,23.953750700000001,-84.000823740000001
3413,,,IN193,3413,23.954852379999998,-80.306924910000006
2756,,,IP180,2756,23.961614290000000,-81.720676850000004
2098,,,IR166,2098,23.962134549999998,-83.240835210000000
1438,,,IT150,1438,23.963425650000001,-84.974104969999999
2427,,,IQ173,2427,23.964755870000001,-82.480753829999998
1768,,,IS158,1768,23.966526020000000,-84.107463879999997
3084,,,IO186,3084,23.968712770000000,-81.066856659999999
3740,,,IM198,3740,23.970115969999998,-79.759061910000000
3412,,,IN192,3412,23.971546750000002,-80.412964380000005
1437,,,IT149,1437,23.975164490000001,-85.080888380000005
2097,,,IR165,2097,23.975717560000000,-83.347374549999998
2755,,,IP179,2755,23.976811009999999,-81.826973670000001
2426,,,IQ172,2426,23.979146040000000,-82.587178719999997
1767,,,IS157,1767,23.979187300000000,-84.214134130000005
3083,,,IO185,3083,23.984601959999999,-81.173049430000006
1436,,,IT148,1436,23.986789099999999,-85.187699499999994
3739,,,IM197,3739,23.987388679999999,-79.865016370000006
3411,,,IN191,3411,23.988127960000000,-80.519043019999998
2096,,,IR164,2096,23.989186690000000,-83.453945890000000
1766,,,IS156,1766,23.991734520000001,-84.320834230000003
2754,,,IP178,2754,23.991894200000001,-81.933306220000006
2425,,,IQ171,2425,23.993422509999998,-82.693637490000000
1435,,,IT147,1435,23.998299440000000,-85.294538050000000
4066,,,IL202,4066,24.000234930000001,-79.316893780000001
3082,,,IO184,3082,24.000377780000001,-81.279279540000005
2095,,,IR163,2095,24.002541910000001,-83.560548990000001
1765,,,IS155,1765,24.004167639999999,-84.427563950000007
3738,,,IM196,3738,24.004548350000000,-79.971011340000004
3410,,,IN190,3410,24.004595970000000,-80.625160589999993
2753,,,IP177,2753,24.006863820000000,-82.039674280000000
2424,,,IQ170,2424,24.007585230000000,-82.800129880000000
1434,,,IT146,1434,24.009695489999999,-85.401403790000003
2094,,,IR162,2094,24.015783169999999,-83.667183570000006
3081,,,IO183,3081,24.016040189999998,-81.385546750000003
1764,,,IS154,1764,24.016486640000000,-84.534323000000001
4065,,,IL201,4065,24.017972810000000,-79.422797979999999
3409,,,IN189,3409,24.020950729999999,-80.731316860000007
1433,,,IT145,1433,24.020977230000000,-85.508296459999997
3737,,,IM195,3737,24.021594950000001,-80.077046600000003
2423,,,IQ169,2423,24.021634160000001,-82.906655650000005
2752,,,IP176,2752,24.021719839999999,-82.146077570000003
1763,,,IS153,1763,24.028691469999998,-84.641111150000000
2093,,,IR161,2093,24.028910459999999,-83.773849400000003
3080,,,IO182,3080,24.031589149999999,-81.491850819999996
2422,,,IQ168,2422,24.035569270000000,-83.013214550000001
4064,,,IL200,4064,24.035597750000001,-79.528743789999993
2751,,,IP175,2751,24.036462210000000,-82.252515860000003
3408,,,IN188,3408,24.037192200000000,-80.837511579999997
3736,,,IM194,3736,24.038528440000000,-80.183121889999995
1762,,,IS152,1762,24.040782109999999,-84.747928130000005
2092,,,IR160,2092,24.041923730000001,-83.880546210000006
3079,,,IO181,3079,24.047024610000001,-81.598191490000005
2421,,,IQ167,2421,24.049390530000000,-83.119806310000001
2750,,,IP174,2750,24.051090899999998,-82.358988900000000
1761,,,IS151,1761,24.052758520000001,-84.854773670000000
4063,,,IL199,4063,24.053109729999999,-79.634730980000000
3407,,,IN187,3407,24.053320339999999,-80.943744510000002
2091,,,IR159,2091,24.054822940000001,-83.987273750000000
3735,,,IM193,3735,24.055348779999999,-80.289236979999998
3078,,,IO180,3078,24.062346550000001,-81.704568510000001
2420,,,IQ166,2420,24.063097899999999,-83.226430690000001
1760,,,IS150,1760,24.064620680000001,-84.961647540000001
